title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type,text,is_geopolitical,is_financial,confidence_score_%
"US Treasury’s Bessent says core inflation is going down, Fed will need to cut rates",Straitstimes,2026-04-14 19:33:31,"US Treasury’s Bessent says core inflation is going down, Fed will need to cut rates",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,"US Treasury’s Bessent says core inflation is going down, Fed will need to cut rates US Treasury’s Bessent says core inflation is going down, Fed will need to cut rates",True,True,90.98
Lagos targets economic growth with new industrial plan,Ghanamma,2026-04-14 19:34:46,Lagos targets economic growth with new industrial plan,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Lagos targets economic growth with new industrial plan Lagos targets economic growth with new industrial plan,True,True,92.01
Dollar Pressured by Sliding Bond Yields and Rising Stocks,Barchart.com,2026-04-14 19:34:25,Dollar Pressured by Sliding Bond Yields and Rising Stocks,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Dollar Pressured by Sliding Bond Yields and Rising Stocks Dollar Pressured by Sliding Bond Yields and Rising Stocks,True,True,93.82
"Publisher View — Kyle Troutman: Low turnout, big results",Cassville Democrat,2026-04-14 19:37:48,"Publisher View — Kyle Troutman: Low turnout, big results",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Publisher View — Kyle Troutman: Low turnout, big results Publisher View — Kyle Troutman: Low turnout, big results",True,True,93.83
Choosing Between Merchant Accounts and Payment Aggregators: A Guide for Growth,Financialcontent,2026-04-14 19:37:01,Choosing Between Merchant Accounts and Payment Aggregators: A Guide for Growth,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Choosing Between Merchant Accounts and Payment Aggregators: A Guide for Growth Choosing Between Merchant Accounts and Payment Aggregators: A Guide for Growth,True,True,94.21
Starting a Business? New Data Shows High Failure Rates,The Black Chronicle,2026-04-14 19:38:49,Starting a Business? New Data Shows High Failure Rates,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Starting a Business? New Data Shows High Failure Rates Starting a Business? New Data Shows High Failure Rates,True,True,93.77
Gold surges as Iran talks hopes dent US Dollar again,Fxstreet,2026-04-14 19:38:01,Gold surges as Iran talks hopes dent US Dollar again,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Gold surges as Iran talks hopes dent US Dollar again Gold surges as Iran talks hopes dent US Dollar again,True,True,94.17
Sri Lanka Announces Fuel Subsidy Under Rs.100 Billion Relief Package,Tamilguardian,2026-04-14 19:40:10,Sri Lanka Announces Fuel Subsidy Under Rs.100 Billion Relief Package,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Sri Lanka Announces Fuel Subsidy Under Rs.100 Billion Relief Package Sri Lanka Announces Fuel Subsidy Under Rs.100 Billion Relief Package,True,True,94.0
"Credit Union Vs Bank Explained in HelloNation, featuring Financial Expert Erik Tapia",Pr Newswire,2026-04-14 19:42:00,"Credit Union Vs Bank Explained in HelloNation, featuring Financial Expert Erik Tapia",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Credit Union Vs Bank Explained in HelloNation, featuring Financial Expert Erik Tapia Credit Union Vs Bank Explained in HelloNation, featuring Financial Expert Erik Tapia",True,True,93.94
"Pomerantz Law Firm Announces the Filing of a Class Action Against Upstart Holdings, Inc.and Certain Officers – UPST",Globenewswire_fr,2026-04-14 19:42:00,"Pomerantz Law Firm Announces the Filing of a Class Action Against Upstart Holdings, Inc.and Certain Officers – UPST",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Pomerantz Law Firm Announces the Filing of a Class Action Against Upstart Holdings, Inc.and Certain Officers – UPST Pomerantz Law Firm Announces the Filing of a Class Action Against Upstart Holdings, Inc.and Certain Officers – UPST",True,True,94.15
Trump's Fed chair nominee to face Senate confirmation hearing next week,Bryan Times,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.05
Trump's Fed chair nominee to face Senate confirmation hearing next week,Rrdailyherald,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.05
Trump's Fed chair nominee to face Senate confirmation hearing next week,Dailygazette.com,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.05
Trump's Fed chair nominee to face Senate confirmation hearing next week,Wyoming Tribune Eagle,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.06
Trump's Fed chair nominee to face Senate confirmation hearing next week,Griffindailynews,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.05
Trump's Fed chair nominee to face Senate confirmation hearing next week,Goldsboro News Argus,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.04
Trump's Fed chair nominee to face Senate confirmation hearing next week,The-messenger,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.04
Trump's Fed chair nominee to face Senate confirmation hearing next week,The Sanford Herald,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.04
Trump's Fed chair nominee to face Senate confirmation hearing next week,Themercury,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.04
Trump's Fed chair nominee to face Senate confirmation hearing next week,Guam Daily News,2026-04-14 19:42:42,Trump's Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump's Fed chair nominee to face Senate confirmation hearing next week Trump's Fed chair nominee to face Senate confirmation hearing next week,True,True,94.07
Fed Chair Nominee Kevin Warsh Reveals Assets Worth Over $190 Million,Zerohedge,2026-04-14 19:45:00,Fed Chair Nominee Kevin Warsh Reveals Assets Worth Over $190 Million,Positive,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,Fed Chair Nominee Kevin Warsh Reveals Assets Worth Over $190 Million Fed Chair Nominee Kevin Warsh Reveals Assets Worth Over $190 Million,True,True,82.36
"Mobix Labs, Inc. (NASDAQ:MOBX) Short Interest Down 33.1% in March",Markets Daily,2026-04-14 19:44:46,"Mobix Labs, Inc. (NASDAQ:MOBX) Short Interest Down 33.1% in March",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Mobix Labs, Inc. (NASDAQ:MOBX) Short Interest Down 33.1% in March Mobix Labs, Inc. (NASDAQ:MOBX) Short Interest Down 33.1% in March",True,True,94.07
Most Americans say they pay too much in taxes. Here's what the data shows.,Aol.com,2026-04-14 19:47:55,Most Americans say they pay too much in taxes. Here's what the data shows.,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Most Americans say they pay too much in taxes. Here's what the data shows. Most Americans say they pay too much in taxes. Here's what the data shows.,True,True,91.97
Most Americans say they pay too much in taxes. Here's what the data shows.,Cbs News,2026-04-14 19:47:55,Most Americans say they pay too much in taxes. Here's what the data shows.,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Most Americans say they pay too much in taxes. Here's what the data shows. Most Americans say they pay too much in taxes. Here's what the data shows.,True,True,91.99
North Bay soup kitchen on path to overcome financial hurdle: board chair,Ctv News,2026-04-14 19:47:34,North Bay soup kitchen on path to overcome financial hurdle: board chair,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,North Bay soup kitchen on path to overcome financial hurdle: board chair North Bay soup kitchen on path to overcome financial hurdle: board chair,True,True,94.16
Factory workers protest in Faridabad over wages for two days; 23 held,Rediff,2026-04-14 19:47:04,Factory workers protest in Faridabad over wages for two days; 23 held,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Factory workers protest in Faridabad over wages for two days; 23 held Factory workers protest in Faridabad over wages for two days; 23 held,True,True,94.01
Criticism of the rates system - after a proposed 19 percent rise in the South Island's Waitaki District,Nzcity Personal,2026-04-14 19:47:03,Criticism of the rates system - after a proposed 19 percent rise in the South Island's Waitaki District,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Criticism of the rates system - after a proposed 19 percent rise in the South Island's Waitaki District Criticism of the rates system - after a proposed 19 percent rise in the South Island's Waitaki District,True,True,94.2
$1.4 trillion utility spending spree to keep up with AI data centers could hike electric bills: study,New York Post,2026-04-14 19:46:47,$1.4 trillion utility spending spree to keep up with AI data centers could hike electric bills: study,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,$1.4 trillion utility spending spree to keep up with AI data centers could hike electric bills: study $1.4 trillion utility spending spree to keep up with AI data centers could hike electric bills: study,True,True,94.12
TCOM SHAREHOLDER UPDATE: Trip.com (TCOM) Facing Securities Class Action After AI Pricing Controversy and Anti-Monopoly Probe Sends Shares Tumbling -- Hagens Ber...,Globenewswire_fr,2026-04-14 19:52:00,TCOM SHAREHOLDER UPDATE: Trip.com (TCOM) Facing Securities Class Action After AI Pricing Controversy and Anti-Monopoly Probe Sends Shares Tumbling -- Hagens Berman,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,TCOM SHAREHOLDER UPDATE: Trip.com (TCOM) Facing Securities Class Action After AI Pricing Controversy and Anti-Monopoly Probe Sends Shares Tumbling -- Hagens Ber... TCOM SHAREHOLDER UPDATE: Trip.com (TCOM) Facing Securities Class Action After AI Pricing Controversy and Anti-Monopoly Probe Sends Shares Tumbling -- Hagens Berman,True,True,94.08
"How much will $12,000 earn in a CD at today's rates?",Cbs News,2026-04-14 19:51:49,"How much will $12,000 earn in a CD at today's rates?",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"How much will $12,000 earn in a CD at today's rates? How much will $12,000 earn in a CD at today's rates?",True,True,92.06
Insights into Mostbet Registration Success Rates,Inicio - Momento,2026-04-14 19:50:36,Insights into Mostbet Registration Success Rates,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Insights into Mostbet Registration Success Rates Insights into Mostbet Registration Success Rates,True,True,92.06
USDT Transfer Stuns Market: $350 Million Whale Movement to Aave Signals Major DeFi Shift,Home - Bitcoinworld.co.in,2026-04-14 19:50:11,USDT Transfer Stuns Market: $350 Million Whale Movement to Aave Signals Major DeFi Shift,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,USDT Transfer Stuns Market: $350 Million Whale Movement to Aave Signals Major DeFi Shift USDT Transfer Stuns Market: $350 Million Whale Movement to Aave Signals Major DeFi Shift,True,True,93.98
Ultra-Processed Foods May Be Damaging Your Muscles—Even Without Weight Gain,Inc,2026-04-14 19:52:59,Ultra-Processed Foods May Be Damaging Your Muscles—Even Without Weight Gain,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Ultra-Processed Foods May Be Damaging Your Muscles—Even Without Weight Gain Ultra-Processed Foods May Be Damaging Your Muscles—Even Without Weight Gain,True,True,93.88
"CTA: Good Diversifier, Good Buy",Seeking Alpha,2026-04-14 19:52:41,"CTA: Good Diversifier, Good Buy",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"CTA: Good Diversifier, Good Buy CTA: Good Diversifier, Good Buy",True,True,91.97
TCOM SHAREHOLDER UPDATE: Trip.com (TCOM) Facing Securities Class Action After AI Pricing Controversy and Anti-Monopoly Probe Sends Shares Tumbling -- Hagens Ber...,Benzinga,2026-04-14 19:52:35,TCOM SHAREHOLDER UPDATE: Trip.com (TCOM) Facing Securities Class Action After AI Pricing Controversy and Anti-Monopoly Probe Sends Shares Tumbling -- Hagens Berman,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,TCOM SHAREHOLDER UPDATE: Trip.com (TCOM) Facing Securities Class Action After AI Pricing Controversy and Anti-Monopoly Probe Sends Shares Tumbling -- Hagens Ber... TCOM SHAREHOLDER UPDATE: Trip.com (TCOM) Facing Securities Class Action After AI Pricing Controversy and Anti-Monopoly Probe Sends Shares Tumbling -- Hagens Berman,True,True,94.06
"Middle East conflict sparked major supply shock, says Bank of England boss",Yahoo! News,2026-04-14 19:58:57,"Middle East conflict sparked major supply shock, says Bank of England boss",Neutral,,Medium,,Hold Gold | Avoid High-Risk Equities,live-feed,"Middle East conflict sparked major supply shock, says Bank of England boss Middle East conflict sparked major supply shock, says Bank of England boss",True,True,90.67
"UPST Investors Have Opportunity to Lead Upstart Holdings, Inc. Securities Fraud Lawsuit",Pr Newswire,2026-04-14 19:58:00,"UPST Investors Have Opportunity to Lead Upstart Holdings, Inc. Securities Fraud Lawsuit",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"UPST Investors Have Opportunity to Lead Upstart Holdings, Inc. Securities Fraud Lawsuit UPST Investors Have Opportunity to Lead Upstart Holdings, Inc. Securities Fraud Lawsuit",True,True,94.02
Middle East War Threatens Global Economy as IMF Raises Alarm,The Ghanaian Chronicle,2026-04-14 19:57:03,Middle East War Threatens Global Economy as IMF Raises Alarm,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,Middle East War Threatens Global Economy as IMF Raises Alarm Middle East War Threatens Global Economy as IMF Raises Alarm,True,True,94.14
SNS Financial Buys $9.7 Million in BSCS Shares-- Is This Bond ETF Worth a Look?,Fool,2026-04-14 19:57:00,SNS Financial Buys $9.7 Million in BSCS Shares-- Is This Bond ETF Worth a Look?,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,SNS Financial Buys $9.7 Million in BSCS Shares-- Is This Bond ETF Worth a Look? SNS Financial Buys $9.7 Million in BSCS Shares-- Is This Bond ETF Worth a Look?,True,True,91.97
Best and worst cities for entrepreneurs in 2026,Fox 7 Austin,2026-04-14 19:55:44,Best and worst cities for entrepreneurs in 2026,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Best and worst cities for entrepreneurs in 2026 Best and worst cities for entrepreneurs in 2026,True,True,94.01
Best and worst cities for entrepreneurs in 2026,Fox 10 Phoenix,2026-04-14 19:55:44,Best and worst cities for entrepreneurs in 2026,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Best and worst cities for entrepreneurs in 2026 Best and worst cities for entrepreneurs in 2026,True,True,94.0
"Boston Law Firm Restructures Benefits Strategy, Reports Improved Retention And Lower Administrative Costs",Menafn,2026-04-14 20:01:12,"Boston Law Firm Restructures Benefits Strategy, Reports Improved Retention And Lower Administrative Costs",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,"Boston Law Firm Restructures Benefits Strategy, Reports Improved Retention And Lower Administrative Costs Boston Law Firm Restructures Benefits Strategy, Reports Improved Retention And Lower Administrative Costs",True,True,91.77
Why are electricity prices rising in the US and what can be done about it?,Brookings,2026-04-14 20:01:05,Why are electricity prices rising in the US and what can be done about it?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Why are electricity prices rising in the US and what can be done about it? Why are electricity prices rising in the US and what can be done about it?,True,True,94.23
Muskegon Heights votes to downsize water plant,Mlive,2026-04-14 20:00:31,Muskegon Heights votes to downsize water plant,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Muskegon Heights votes to downsize water plant Muskegon Heights votes to downsize water plant,True,True,94.09
Disability support in PNG: bridging policy and reality,Devpolicy Blog From The Development Policy Centre,2026-04-14 20:00:24,Disability support in PNG: bridging policy and reality,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Disability support in PNG: bridging policy and reality Disability support in PNG: bridging policy and reality,True,True,93.99
The best credit cards for booking cruises,The Points Guy,2026-04-14 20:00:02,The best credit cards for booking cruises,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,The best credit cards for booking cruises The best credit cards for booking cruises,True,True,91.9
Upkeep projects totaling over $1 million to be discussed at airport board meeting,Star Herald,2026-04-14 20:00:00,Upkeep projects totaling over $1 million to be discussed at airport board meeting,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Upkeep projects totaling over $1 million to be discussed at airport board meeting Upkeep projects totaling over $1 million to be discussed at airport board meeting,True,True,93.98
3 Stocks Worth Buying Today and Holding in Your Portfolio for the Very Long Term,Fool Canada,2026-04-14 20:00:00,3 Stocks Worth Buying Today and Holding in Your Portfolio for the Very Long Term,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,3 Stocks Worth Buying Today and Holding in Your Portfolio for the Very Long Term 3 Stocks Worth Buying Today and Holding in Your Portfolio for the Very Long Term,True,True,91.96
"Lottery ticket sales nearly double to over $100B nationwide, but sales fall in Iowa",Nonpareilonline,2026-04-14 20:00:00,"Lottery ticket sales nearly double to over $100B nationwide, but sales fall in Iowa",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Lottery ticket sales nearly double to over $100B nationwide, but sales fall in Iowa Lottery ticket sales nearly double to over $100B nationwide, but sales fall in Iowa",True,True,94.01
Lamb producers close in on records at SA saleyards,Stock Journal,2026-04-14 20:00:00,Lamb producers close in on records at SA saleyards,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Lamb producers close in on records at SA saleyards Lamb producers close in on records at SA saleyards,True,True,94.23
The teachers pushing back on screens in schools,Wbur,2026-04-14 20:00:00,The teachers pushing back on screens in schools,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,The teachers pushing back on screens in schools The teachers pushing back on screens in schools,True,True,94.22
Rent the Runway: Accelerating Growth On A Thinning Margin Profile (Downgrade),Seeking Alpha,2026-04-14 20:02:47,Rent the Runway: Accelerating Growth On A Thinning Margin Profile (Downgrade),Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Rent the Runway: Accelerating Growth On A Thinning Margin Profile (Downgrade) Rent the Runway: Accelerating Growth On A Thinning Margin Profile (Downgrade),True,True,94.2
Realty Income Announces 670th Consecutive Common Stock Monthly Dividend,Pr Newswire,2026-04-14 20:05:00,Realty Income Announces 670th Consecutive Common Stock Monthly Dividend,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Realty Income Announces 670th Consecutive Common Stock Monthly Dividend Realty Income Announces 670th Consecutive Common Stock Monthly Dividend,True,True,91.7
Realty Income Announces 670th Consecutive Common Stock Monthly Dividend,Benzinga,2026-04-14 20:05:00,Realty Income Announces 670th Consecutive Common Stock Monthly Dividend,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Realty Income Announces 670th Consecutive Common Stock Monthly Dividend Realty Income Announces 670th Consecutive Common Stock Monthly Dividend,True,True,91.72
Budgets used to be about fiscal control; not anymore,Mankato Free Press,2026-04-14 20:08:00,Budgets used to be about fiscal control; not anymore,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Budgets used to be about fiscal control; not anymore Budgets used to be about fiscal control; not anymore,True,True,94.04
Kanimozhi Accuses BJP Of Trying To Scrap 100-Day Employment Scheme,Menafn,2026-04-14 20:07:29,Kanimozhi Accuses BJP Of Trying To Scrap 100-Day Employment Scheme,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Kanimozhi Accuses BJP Of Trying To Scrap 100-Day Employment Scheme Kanimozhi Accuses BJP Of Trying To Scrap 100-Day Employment Scheme,True,True,94.0
Judge rejects DOJ-Colony Ridge settlement,American Banker,2026-04-14 20:06:58,Judge rejects DOJ-Colony Ridge settlement,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Judge rejects DOJ-Colony Ridge settlement Judge rejects DOJ-Colony Ridge settlement,True,True,93.96
Clayton County Restaurant Report Card – 04/13/2026,News-daily,2026-04-14 20:05:54,Clayton County Restaurant Report Card – 04/13/2026,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Clayton County Restaurant Report Card – 04/13/2026 Clayton County Restaurant Report Card – 04/13/2026,True,True,93.97
Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,Benzinga,2026-04-14 20:11:14,Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,True,True,94.13
Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,Financialcontent,2026-04-14 20:11:14,Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,True,True,94.2
Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,Globenewswire_fr,2026-04-14 20:11:00,Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD Pomerantz Law Firm Announces the Filing of a Class Action Against ODDITY Tech Ltd. and Certain Officers – ODD,True,True,94.18
"Are MKC, DBRG, WBD Obtaining Fair Deals for their Shareholders?",The Times And Democrat,2026-04-14 20:11:00,"Are MKC, DBRG, WBD Obtaining Fair Deals for their Shareholders?",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Are MKC, DBRG, WBD Obtaining Fair Deals for their Shareholders? Are MKC, DBRG, WBD Obtaining Fair Deals for their Shareholders?",True,True,92.09
Gold Price Surge: How Renewed Iran Talks Spark Dramatic Dollar Weakness,Home - Bitcoinworld.co.in,2026-04-14 20:10:12,Gold Price Surge: How Renewed Iran Talks Spark Dramatic Dollar Weakness,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Gold Price Surge: How Renewed Iran Talks Spark Dramatic Dollar Weakness Gold Price Surge: How Renewed Iran Talks Spark Dramatic Dollar Weakness,True,True,91.75
"Bitcoin's $76,000 breakout fails but a rare signal is hinting at major market bottom",Coindesk Indonesia,2026-04-14 20:09:28,"Bitcoin's $76,000 breakout fails but a rare signal is hinting at major market bottom",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Bitcoin's $76,000 breakout fails but a rare signal is hinting at major market bottom Bitcoin's $76,000 breakout fails but a rare signal is hinting at major market bottom",True,True,94.13
Promising Construction Stocks To Watch Today – April 14th,Ticker Report,2026-04-14 20:08:43,Promising Construction Stocks To Watch Today – April 14th,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Promising Construction Stocks To Watch Today – April 14th Promising Construction Stocks To Watch Today – April 14th,True,True,92.22
Infrastructure Stocks To Follow Now – April 14th,Ticker Report,2026-04-14 20:08:43,Infrastructure Stocks To Follow Now – April 14th,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Infrastructure Stocks To Follow Now – April 14th Infrastructure Stocks To Follow Now – April 14th,True,True,94.02
Real Estate Stocks To Add to Your Watchlist – April 14th,Ticker Report,2026-04-14 20:08:43,Real Estate Stocks To Add to Your Watchlist – April 14th,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Real Estate Stocks To Add to Your Watchlist – April 14th Real Estate Stocks To Add to Your Watchlist – April 14th,True,True,92.15
"Kenmare Resources Calls Moma Mine “Tier 1,” Targets Debt Cut as Titanium Prices Stay Weak",The Lincolnian Online,2026-04-14 20:08:42,"Kenmare Resources Calls Moma Mine “Tier 1,” Targets Debt Cut as Titanium Prices Stay Weak",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,"Kenmare Resources Calls Moma Mine “Tier 1,” Targets Debt Cut as Titanium Prices Stay Weak Kenmare Resources Calls Moma Mine “Tier 1,” Targets Debt Cut as Titanium Prices Stay Weak",True,True,91.67
"Are KZR, EQH, ULYX Obtaining Fair Deals for their Shareholders?",The Times And Democrat,2026-04-14 20:13:00,"Are KZR, EQH, ULYX Obtaining Fair Deals for their Shareholders?",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Are KZR, EQH, ULYX Obtaining Fair Deals for their Shareholders? Are KZR, EQH, ULYX Obtaining Fair Deals for their Shareholders?",True,True,92.09
Equity Bancshares (EQBK) Earnings Transcript,Fool,2026-04-14 20:15:58,Equity Bancshares (EQBK) Earnings Transcript,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Equity Bancshares (EQBK) Earnings Transcript Equity Bancshares (EQBK) Earnings Transcript,True,True,93.96
Mich. AG Says PBMs Can't Duck Drug-Pricing Suit,Law360,2026-04-14 20:15:56,Mich. AG Says PBMs Can't Duck Drug-Pricing Suit,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Mich. AG Says PBMs Can't Duck Drug-Pricing Suit Mich. AG Says PBMs Can't Duck Drug-Pricing Suit,True,True,93.84
AST SpaceMobile stock is slipping and Amazon may be to blame,Invezz,2026-04-14 20:15:16,AST SpaceMobile stock is slipping and Amazon may be to blame,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,AST SpaceMobile stock is slipping and Amazon may be to blame AST SpaceMobile stock is slipping and Amazon may be to blame,True,True,93.9
"Get Real With SOMD Politics: Roy Alvey Discusses Spending, Development And County Priorities",The Baynet,2026-04-14 20:15:00,"Get Real With SOMD Politics: Roy Alvey Discusses Spending, Development And County Priorities",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Get Real With SOMD Politics: Roy Alvey Discusses Spending, Development And County Priorities Get Real With SOMD Politics: Roy Alvey Discusses Spending, Development And County Priorities",True,True,91.83
A Quiet Outperformer With a Catastrophe Caveat,Investing Us,2026-04-14 20:15:00,A Quiet Outperformer With a Catastrophe Caveat,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,A Quiet Outperformer With a Catastrophe Caveat A Quiet Outperformer With a Catastrophe Caveat,True,True,93.96
Nasdaq Adds 455 Points for 10th Straight Win: Stock Market Today,Kiplinger,2026-04-14 20:14:40,Nasdaq Adds 455 Points for 10th Straight Win: Stock Market Today,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Nasdaq Adds 455 Points for 10th Straight Win: Stock Market Today Nasdaq Adds 455 Points for 10th Straight Win: Stock Market Today,True,True,92.06
One of Silicon Valley’s Hottest Companies Is Facing a Revolt—From Its Own Fans,Headtopics,2026-04-14 20:14:31,One of Silicon Valley’s Hottest Companies Is Facing a Revolt—From Its Own Fans,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,One of Silicon Valley’s Hottest Companies Is Facing a Revolt—From Its Own Fans One of Silicon Valley’s Hottest Companies Is Facing a Revolt—From Its Own Fans,True,True,92.09
