title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type
Bank7 (BSVN) Q1 2026 Earnings Call Transcript,Fool,2026-04-14 20:22:32,Bank7 (BSVN) Q1 2026 Earnings Call Transcript,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
IMF cuts 2026 global growth forecast on Middle East war,Jamaica Observer,2026-04-14 20:31:56,IMF cuts 2026 global growth forecast on Middle East war,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Massive U.S. Data Center Delays and Cancellations Are Good for These 3 AI Stocks,Fool,2026-04-14 20:31:00,Massive U.S. Data Center Delays and Cancellations Are Good for These 3 AI Stocks,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Challenges Faced by Trump's Naval Blockade on Iran in the Strait of Hormuz,Gyanhigyan,2026-04-14 20:30:29,Challenges Faced by Trump's Naval Blockade on Iran in the Strait of Hormuz,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
"Equity Bancshares, Inc. First Quarter Results Highlighted by Record Revenue and An Expanding Franchise",Cadillacnews,2026-04-14 20:30:14,"Equity Bancshares, Inc. First Quarter Results Highlighted by Record Revenue and An Expanding Franchise",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
US Dollar: How the Sobering De-escalation Trade is Capping Its Rebound – ING Analysis,Home - Bitcoinworld.co.in,2026-04-14 20:30:12,US Dollar: How the Sobering De-escalation Trade is Capping Its Rebound – ING Analysis,Neutral,,Medium,,Hold Gold | Avoid High-Risk Equities,live-feed
Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,North Platte Telegraph,2026-04-14 20:30:00,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
North Dakota’s Red River Valley a pesticide and cancer hotspot,Minnpost,2026-04-14 20:30:00,North Dakota’s Red River Valley a pesticide and cancer hotspot,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
5 things to know about Columbus public servant Jerry Micek,Columbus Telegram,2026-04-14 20:30:00,5 things to know about Columbus public servant Jerry Micek,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Star Herald,2026-04-14 20:30:00,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Columbus Telegram,2026-04-14 20:30:00,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Tema Electrification ETF (VOLT) Surpasses $500 Million in AUM,Financialcontent,2026-04-14 20:37:00,Tema Electrification ETF (VOLT) Surpasses $500 Million in AUM,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Powerball Going Global to Build Jackpots, Draw More Players",Newsmax.com,2026-04-14 20:36:57,"Powerball Going Global to Build Jackpots, Draw More Players",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
QIAGEN Expands Into Bloodstream Infection Syndromic Testing With New Rapid QIAstat-Dx Panel,Investing News Network (inn),2026-04-14 20:36:51,QIAGEN Expands Into Bloodstream Infection Syndromic Testing With New Rapid QIAstat-Dx Panel,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Over 100 empty oil tankers head to US ports to load export crude,Forexlive,2026-04-14 20:36:46,Over 100 empty oil tankers head to US ports to load export crude,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Langford Estate land dispute stalls Fidelity housing project,Zimbabwe Situation,2026-04-14 20:36:06,Langford Estate land dispute stalls Fidelity housing project,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
New East Harlem Housing Lottery Has $788 Apartments,Patch,2026-04-14 20:35:46,New East Harlem Housing Lottery Has $788 Apartments,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"US bank profits jump as execs see consumers surviving oil spike, for now",Bryan Times,2026-04-14 20:35:43,"US bank profits jump as execs see consumers surviving oil spike, for now",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"US bank profits jump as execs see consumers surviving oil spike, for now",Rrdailyherald,2026-04-14 20:35:43,"US bank profits jump as execs see consumers surviving oil spike, for now",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"US bank profits jump as execs see consumers surviving oil spike, for now",Dailygazette.com,2026-04-14 20:35:43,"US bank profits jump as execs see consumers surviving oil spike, for now",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"US bank profits jump as execs see consumers surviving oil spike, for now",Home Town Register,2026-04-14 20:35:43,"US bank profits jump as execs see consumers surviving oil spike, for now",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Legislature passes first reform of Maine’s school funding formula in 2 decades,The Portland Press Herald,2026-04-14 20:43:58,Legislature passes first reform of Maine’s school funding formula in 2 decades,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Legislature passes first reform of Maine’s school funding formula in 2 decades,Central Maine News,2026-04-14 20:43:58,Legislature passes first reform of Maine’s school funding formula in 2 decades,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Legislature passes first reform of Maine’s school funding formula in 2 decades,Lewiston Sun Journal,2026-04-14 20:43:58,Legislature passes first reform of Maine’s school funding formula in 2 decades,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Trump's Pick for Fed Chair: Why Kevin Warsh Might Not Be the Mortgage Savior Borrowers Expect,Usnews,2026-04-14 20:42:41,Trump's Pick for Fed Chair: Why Kevin Warsh Might Not Be the Mortgage Savior Borrowers Expect,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Trump’s Fed chair nominee to face Senate confirmation hearing next week,Digital Journal,2026-04-14 20:42:35,Trump’s Fed chair nominee to face Senate confirmation hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Wall Street rakes in record profits — but JPMorgan CEO Jamie Dimon flags risks,New York Post,2026-04-14 20:40:45,Wall Street rakes in record profits — but JPMorgan CEO Jamie Dimon flags risks,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Gabelli’s 10.5% Yield Comes With a Hidden Cost Retirees Should Know,24/7 Wall St,2026-04-14 20:40:23,Gabelli’s 10.5% Yield Comes With a Hidden Cost Retirees Should Know,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Dollar Plummets: U.S.-Iran Peace Hopes and Soft PPI Data Trigger Major Sell-Off,Home - Bitcoinworld.co.in,2026-04-14 20:40:11,Dollar Plummets: U.S.-Iran Peace Hopes and Soft PPI Data Trigger Major Sell-Off,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
The Crypto Buyer’s Dilemma: Why the Smartest Money Is Moving Now — and Why It Might Be Wrong,Webpronews,2026-04-14 20:40:07,The Crypto Buyer’s Dilemma: Why the Smartest Money Is Moving Now — and Why It Might Be Wrong,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Kevin Warsh Could Be the Wealthiest Fed Chair in US History: Here's Why,Newsweek,2026-04-14 20:39:07,Kevin Warsh Could Be the Wealthiest Fed Chair in US History: Here's Why,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Camping World Holdings, Inc. of Class Action Lawsuit and Upcoming Deadli...",Financialcontent,2026-04-14 20:46:26,"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Camping World Holdings, Inc. of Class Action Lawsuit and Upcoming Deadlines - CWH",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Alight, Inc. of Class Action Lawsuit and Upcoming Deadlines – ALIT",Financialcontent,2026-04-14 20:46:11,"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Alight, Inc. of Class Action Lawsuit and Upcoming Deadlines – ALIT",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Camping World Holdings, Inc. of Class Action Lawsuit and Upcoming Deadli...",Globenewswire_fr,2026-04-14 20:46:00,"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Camping World Holdings, Inc. of Class Action Lawsuit and Upcoming Deadlines - CWH",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Cypress County wants rebrand to reflect true nature of southeast region,The Record,2026-04-14 20:45:20,Cypress County wants rebrand to reflect true nature of southeast region,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Cypress County wants rebrand to reflect true nature of southeast region,The Hamilton Spectator,2026-04-14 20:45:20,Cypress County wants rebrand to reflect true nature of southeast region,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,North Platte Telegraph,2026-04-14 20:45:00,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Lincoln Journal Star,2026-04-14 20:45:00,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Columbus Telegram,2026-04-14 20:45:00,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Fremonttribune,2026-04-14 20:45:00,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Inventus Mining Corp.: Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,Finanznachrichten.de,2026-04-14 21:02:00,Inventus Mining Corp.: Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Central banks told to step on brakes to combat inflation: IMF warns of 'painful' interest rate hikes if Iran war drags on,Mail Online,2026-04-14 21:01:11,Central banks told to step on brakes to combat inflation: IMF warns of 'painful' interest rate hikes if Iran war drags on,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
"Applied Optoelectronics (NASDAQ:AAOI) CFO Stefan Murry Sells 4,000 Shares",Watch List News,2026-04-14 21:01:09,"Applied Optoelectronics (NASDAQ:AAOI) CFO Stefan Murry Sells 4,000 Shares",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Insider Selling: Nebius Group (NASDAQ:NBIS) Director Sells 6,667 Shares of Stock",The Lincolnian Online,2026-04-14 21:01:07,"Insider Selling: Nebius Group (NASDAQ:NBIS) Director Sells 6,667 Shares of Stock",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",Ticker Report,2026-04-14 21:01:07,"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",Daily Political,2026-04-14 21:01:07,"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Vishu feast turns pricier in Bengaluru as LPG crisis troubles restaurants,The Times Of India,2026-04-14 21:01:00,Vishu feast turns pricier in Bengaluru as LPG crisis troubles restaurants,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Committee asks Karnataka colleges to submit proposed fee structure,The Times Of India,2026-04-14 21:01:00,Committee asks Karnataka colleges to submit proposed fee structure,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Historic North Yorkshire town hall could be revitalised under new plans,Darlington & Stockton Times,2026-04-14 21:00:00,Historic North Yorkshire town hall could be revitalised under new plans,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Gold rebounds amid softer dollar, easing geopolitical tensions",Qatar Tribune,2026-04-14 21:00:00,"Gold rebounds amid softer dollar, easing geopolitical tensions",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Trump allegedly promises White House staffers mass pardon: ‘Historic corruption,’ Democrat says",Dothaneagle,2026-04-14 21:04:00,"Trump allegedly promises White House staffers mass pardon: ‘Historic corruption,’ Democrat says",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"After Noida protest, UP ups wages by nearly Rs 3K",The Tribune India,2026-04-14 21:03:27,"After Noida protest, UP ups wages by nearly Rs 3K",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Augusta Precious Metals review: What to know in 2026,Fortune,2026-04-14 21:03:10,Augusta Precious Metals review: What to know in 2026,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Morgan Stanley has a blunt message on S&P 500,Thestreet,2026-04-14 21:03:00,Morgan Stanley has a blunt message on S&P 500,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Brooklyn Brownstones Lead $71M Spring Luxury Contract Surge,Hoodline,2026-04-14 21:02:52,Brooklyn Brownstones Lead $71M Spring Luxury Contract Surge,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
This Is Getting Insane! Electric Bills Surpassing House Payments (Video),Beforeitsnews,2026-04-14 21:02:08,This Is Getting Insane! Electric Bills Surpassing House Payments (Video),Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD,Financialcontent,2026-04-14 21:07:04,INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Wall Street rakes in record profits -- but JPMorgan CEO Jamie Dimon flags risks,Headtopics,2026-04-14 21:06:53,Wall Street rakes in record profits -- but JPMorgan CEO Jamie Dimon flags risks,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Bitcoin price: BTC pulls back after breakout attempt, but larger move could be in store",Headtopics,2026-04-14 21:06:53,"Bitcoin price: BTC pulls back after breakout attempt, but larger move could be in store",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Workers’ protest in Noida causes Rs 3,000-crore loss to industries",The Tribune India,2026-04-14 21:06:27,"Workers’ protest in Noida causes Rs 3,000-crore loss to industries",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Should You Use Your 401(k) to Pay Off Debt?,Wtop News,2026-04-14 21:05:53,Should You Use Your 401(k) to Pay Off Debt?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
The Iran War and Hormuz Blockade’s Impact on Stocks in 5 Sectors,Wtop News,2026-04-14 21:05:50,The Iran War and Hormuz Blockade’s Impact on Stocks in 5 Sectors,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of GoDaddy Inc. - GDDY,Financialcontent,2026-04-14 21:05:49,INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of GoDaddy Inc. - GDDY,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
"Today’s Mortgage Rates Hold Steady: April 14, 2026",Wtop News,2026-04-14 21:05:27,"Today’s Mortgage Rates Hold Steady: April 14, 2026",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",The Times And Democrat,2026-04-14 21:05:00,"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",Auburnpub,2026-04-14 21:05:00,"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Cheyenne City Council to hold work session to tour former senior center,Wyoming Tribune Eagle,2026-04-14 22:28:00,Cheyenne City Council to hold work session to tour former senior center,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Young Koreans Carry Average 3.26 Million Won in Revolving Credit; 1 in 5 Exceeds 5 Million Won,서울경제,2026-04-14 22:27:44,Young Koreans Carry Average 3.26 Million Won in Revolving Credit; 1 in 5 Exceeds 5 Million Won,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
National Pension Service Expands Currency Hedging to 15% to Counter Exchange Rate Risks,서울경제,2026-04-14 22:25:45,National Pension Service Expands Currency Hedging to 15% to Counter Exchange Rate Risks,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
World Economic Forum 2026 in Davos,Free Malaysia Today,2026-04-14 22:21:21,World Economic Forum 2026 in Davos,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Strategic Energy Relief: Lessons from Past Crises,Devdiscourse,2026-04-14 22:20:44,Strategic Energy Relief: Lessons from Past Crises,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
3i Group: 18.5x Could Be Too High A Multiple For Action,Seeking Alpha,2026-04-14 22:20:31,3i Group: 18.5x Could Be Too High A Multiple For Action,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Dream Industrial Real Estate Investment Trust Announces Offering of C$200 Million Senior Unsecured Debentures, Series H",Montreal Gazette,2026-04-14 22:20:12,"Dream Industrial Real Estate Investment Trust Announces Offering of C$200 Million Senior Unsecured Debentures, Series H",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
714 Texas Cities Direct Local Sales Tax to Economic Development,Openpr.com,2026-04-14 22:20:05,714 Texas Cities Direct Local Sales Tax to Economic Development,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"European, US Routes from Major Carriers Become LCCs' Achilles Heel",서울경제,2026-04-14 22:20:05,"European, US Routes from Major Carriers Become LCCs' Achilles Heel",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Sports budget 4/15,Postregister,2026-04-14 22:19:00,Sports budget 4/15,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Alberta won’t consider matching Ottawa’s summer fuel tax pause until June,Global News,2026-04-14 22:32:15,Alberta won’t consider matching Ottawa’s summer fuel tax pause until June,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Global Markets Resilient Despite Middle East Volatility, IMF Warns Of Rising Debt Risks",Menafn,2026-04-14 22:30:39,"Global Markets Resilient Despite Middle East Volatility, IMF Warns Of Rising Debt Risks",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Alphabet vs. Meta Platforms: Which Digital Advertising Giant Is the Better Buy?,Fool,2026-04-14 22:30:00,Alphabet vs. Meta Platforms: Which Digital Advertising Giant Is the Better Buy?,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
CENTCOM: 24 Hours And All's Well On the Blockade Front,Hotair,2026-04-14 22:30:00,CENTCOM: 24 Hours And All's Well On the Blockade Front,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Judge Rebecca Foley encourages women to pursue legal careers,Pantagraph,2026-04-14 22:30:00,Judge Rebecca Foley encourages women to pursue legal careers,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Home Sales Are Taking Longer Than Ever—Here’s Why,Newsweek,2026-04-14 22:30:00,Home Sales Are Taking Longer Than Ever—Here’s Why,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Rhoden announces $4 million investment for gunsmith program at Western Dakota Tech in Rapid City,Rapid City Journa,2026-04-14 22:30:00,Rhoden announces $4 million investment for gunsmith program at Western Dakota Tech in Rapid City,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"U.S., Iran Eye Second Round of Talks as Early as May 16 Amid Nuclear Freeze Dispute",서울경제,2026-04-14 22:29:57,"U.S., Iran Eye Second Round of Talks as Early as May 16 Amid Nuclear Freeze Dispute",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Province boosts CFS funding by $29M,Winnipeg Free Press,2026-04-14 22:29:45,Province boosts CFS funding by $29M,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Fitch says AI adoption poses no near-term credit risk for major wealth management firms,Complete Ai Training,2026-04-14 22:29:23,Fitch says AI adoption poses no near-term credit risk for major wealth management firms,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Sudan Civil War Escalates: Rising Death Toll and Widespread Destruction,Axadle | Stay Informed With Horn Of Africa Headlin,2026-04-14 22:42:15,Sudan Civil War Escalates: Rising Death Toll and Widespread Destruction,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Maine Pioneers Moratorium on Energy-Consuming Data Centers,Devdiscourse,2026-04-14 22:42:06,Maine Pioneers Moratorium on Energy-Consuming Data Centers,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
IMF cuts 2026 global growth forecast on Mideast war,香港電台新聞網 - Rthk,2026-04-14 22:40:09,IMF cuts 2026 global growth forecast on Mideast war,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Mohali: Farmers end hunger strike over Aerotropolis project after govt assurances,Hindustan Times,2026-04-14 22:38:02,Mohali: Farmers end hunger strike over Aerotropolis project after govt assurances,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Milei vows to stay course, tackles ‘bad’ inflation data head-on in AmCham Summit speech",Buenos Aires Times,2026-04-14 22:37:58,"Milei vows to stay course, tackles ‘bad’ inflation data head-on in AmCham Summit speech",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Ryman Healthcare's fourth quarter sales up 10 percent on last year,Rnz Co Nz,2026-04-14 22:37:28,Ryman Healthcare's fourth quarter sales up 10 percent on last year,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
CA governor race,Headtopics,2026-04-14 22:36:08,CA governor race,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
JP Morgan sees a strong US economy despite Iran war risks,The National,2026-04-14 22:35:20,JP Morgan sees a strong US economy despite Iran war risks,Positive,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Wesdome Reports Solid First Quarter 2026 Operating Results,Investing News Network (inn),2026-04-14 22:35:14,Wesdome Reports Solid First Quarter 2026 Operating Results,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,Investing News Network (inn),2026-04-14 22:35:07,Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Microsoft intends to purchase 3,200 acres south of Cheyenne for data centers",Wyoming Tribune Eagle,2026-04-14 22:46:00,"Microsoft intends to purchase 3,200 acres south of Cheyenne for data centers",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Tourism tops over Songkran,Bangkok Post,2026-04-14 22:45:00,Tourism tops over Songkran,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Ns News,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Squamish Chief,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Vancouver Is Awesome,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Richmond News,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Coast Reporter,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Times Colonist,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Ontario proposes ban on making workers pay for uniforms,Toronto Sun,2026-04-14 22:49:04,Ontario proposes ban on making workers pay for uniforms,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Palo Alto homes cost 5.6x more to buy than rent, study finds",Palo Alto Online,2026-04-14 22:47:38,"Palo Alto homes cost 5.6x more to buy than rent, study finds",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Cramer: The market's biggest fears 'just didn't happen' – and that's why you can't leave the game,Cnbc,2026-04-14 22:50:38,Cramer: The market's biggest fears 'just didn't happen' – and that's why you can't leave the game,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
5 Best-performing ASX Lithium Stocks of 2026,Investing News Network (inn),2026-04-14 22:54:13,5 Best-performing ASX Lithium Stocks of 2026,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Maine Pioneers Moratorium on Energy-Hungry Data Centers,Devdiscourse,2026-04-14 22:53:48,Maine Pioneers Moratorium on Energy-Hungry Data Centers,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Silver rises Rs 2,200, gold at Rs 1.54 lakh as Iran war peace talks, falling oil lifts mood. Key levels to watch today",The Economic Times,2026-04-14 22:53:30,"Silver rises Rs 2,200, gold at Rs 1.54 lakh as Iran war peace talks, falling oil lifts mood. Key levels to watch today",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
"Citing fallout from the Iran war, IMF cuts the outlook for global growth and expects higher inflation",Adn,2026-04-14 22:53:29,"Citing fallout from the Iran war, IMF cuts the outlook for global growth and expects higher inflation",Positive,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Defensive S-Reits emerge as analysts’ top picks amid macro jitters,The Business Times,2026-04-14 23:00:00,Defensive S-Reits emerge as analysts’ top picks amid macro jitters,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Red Deer residential tax rates to go up 5.49%,Red Deer Advocate,2026-04-14 23:00:00,Red Deer residential tax rates to go up 5.49%,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"dLocal and National Exchange Partner to Power Remittance Payouts Across Africa, APAC, and Latin America",Fintech Finance,2026-04-14 23:00:00,"dLocal and National Exchange Partner to Power Remittance Payouts Across Africa, APAC, and Latin America",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Lincoln skating community celebrates new skate park at soon-to-be Canopy Yard,Lincoln Journal Star,2026-04-14 23:00:00,Lincoln skating community celebrates new skate park at soon-to-be Canopy Yard,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"Women’s quota: Govt for House at 850, delimitation on 2011 Census",The Indian Express,2026-04-14 22:59:37,"Women’s quota: Govt for House at 850, delimitation on 2011 Census",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
India projected to grow at 6.5 per cent in FY27: IMF,Daily Excelsior,2026-04-14 22:59:29,India projected to grow at 6.5 per cent in FY27: IMF,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Natural gas offers modest gains, big risks for Hawaiʻi energy costs: UHERO report",The University Of Hawaii System,2026-04-14 22:58:23,"Natural gas offers modest gains, big risks for Hawaiʻi energy costs: UHERO report",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Miscommunication led to workers’ agitation, says UP industrial development commissioner",Hindustan Times,2026-04-14 22:58:03,"Miscommunication led to workers’ agitation, says UP industrial development commissioner",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
